time,ghi_wm2,dni_wm2,dhi_wm2,poa_wm2,p_dc_kw,p_ac_kw
2025-08-12 00:00:00+05:30,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-12 01:00:00+05:30,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-12 02:00:00+05:30,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-12 03:00:00+05:30,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-12 04:00:00+05:30,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-12 05:00:00+05:30,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-12 06:00:00+05:30,61.92039605642209,121.72997114325457,41.001732988007944,61.920396056422064,0.061920396056422064,0.05077472476626609
2025-08-12 07:00:00+05:30,274.7987974978791,415.15840609204383,109.31821781262403,274.7987974978791,0.2747987974978791,0.22533501394826086
2025-08-12 08:00:00+05:30,497.3857029974472,577.9854898256534,147.3357435796421,497.3857029974472,0.4973857029974472,0.4078562764579067
2025-08-12 09:00:00+05:30,689.1437243767331,666.3281658426814,170.52338256169799,689.1437243767331,0.6891437243767331,0.5650978539889211
2025-08-12 10:00:00+05:30,831.259147691969,714.5359053548674,184.75892190276613,831.259147691969,0.8312591476919691,0.6816325011074146
2025-08-12 11:00:00+05:30,912.091667020775,737.4232502841229,192.10912395638775,912.091667020775,0.912091667020775,0.7479151669570355
2025-08-12 12:00:00+05:30,925.4092718020621,740.9323107593527,193.27846518982665,925.4092718020621,0.9254092718020621,0.7588356028776909
2025-08-12 13:00:00+05:30,870.1951825781397,725.9142363078352,188.35664736240506,870.1951825781397,0.8701951825781397,0.7135600497140745
2025-08-12 14:00:00+05:30,750.6332503607142,688.6027549805822,176.91889208142504,750.6332503607142,0.7506332503607143,0.6155192652957857
2025-08-12 15:00:00+05:30,576.1926589438309,618.3542605709117,157.57405085510482,576.1926589438309,0.5761926589438309,0.4724779803339413
2025-08-12 16:00:00+05:30,362.42347638079224,490.2088665952152,126.40306277087714,362.42347638079224,0.36242347638079225,0.29718725063224966
2025-08-12 17:00:00+05:30,137.23430362873344,250.25508969956707,72.12795071971456,137.23430362873344,0.13723430362873346,0.11253212897556143
2025-08-12 18:00:00+05:30,0.5422354940088303,0.3806370989095608,0.5301369918990091,0.5422354940088302,0.0005422354940088302,0.00044463310508724077
2025-08-12 19:00:00+05:30,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-12 20:00:00+05:30,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-12 21:00:00+05:30,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-12 22:00:00+05:30,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-12 23:00:00+05:30,0.0,0.0,0.0,0.0,0.0,0.0
